target_distance_m,left_index,right_index,ratio,latitude,longitude,altitude_m,speed_mps
8361.99648241206,1251,1252,0.6645210177872319,31.071434475559734,120.9792159119847,742.9868230039151,2.528
8407.690452261308,1259,1260,0.9423211675912584,31.07125542204012,120.978785555098,473.4920058459559,2.534942321167591
8453.384422110552,1269,1270,0.702722537637245,31.071074497917756,120.9783534449704,411.5944081462099,2.543
8499.0783919598,1277,1278,0.628743718593012,31.070875519914694,120.97793440220681,865.8408040201039,2.538371256281407
8544.772361809046,1285,1286,0.03308955491763722,31.070725558716052,120.97749070769214,833.2007672290069,2.5319669104450826
8590.466331658292,1291,1292,0.9038137395441831,31.070650236183056,120.97702247775284,780.2,2.529
8636.160301507538,1300,1301,0.17841713577906895,31.070583235004666,120.97655144125444,466.8492140059024,2.533178417135779
8681.854271356784,1309,1310,0.5427502475883323,31.070451535801645,120.97609947147993,552.5345559916376,2.533
8727.54824120603,1317,1318,0.05244596476345983,31.07023332492711,120.97569458640827,809.1754949446004,2.532
8773.242211055278,1323,1324,0.6716171386180614,31.069928789512495,120.97537390708032,907.1610559762612,2.532
8818.936180904522,1330,1331,0.2649036065043983,31.06967499036832,120.97500691103687,922.4768264917079,2.533
8864.63015075377,1336,1337,0.9572346677924579,31.06947763168772,120.97458873276287,726.5948586036224,2.5359572346677925
8910.324120603014,1346,1347,0.37605117423824397,31.06929395947341,120.97416089484744,335.55378422725767,2.5403760511742384
8956.018090452262,1356,1357,0.1395691142279705,31.069104496486126,120.97373708673216,562.2014719118027,2.540860430885772
9001.712060301508,1363,1364,0.5971065002433352,31.06890069264502,120.97332592851674,792.5686107959119,2.5364028934997567
9047.406030150754,1370,1371,0.575252500124509,31.06875964237265,120.97287562544687,736.5932334941979,2.5314247474998757
9093.1,1379,1379,0.0,31.06866999529302,120.97241146489978,461.0,2.532
