timestamp,elapsed_seconds,distance_m,latitude,longitude,altitude_m,speed_mps,source_elapsed_seconds,source_left_index,source_right_index,distance_ratio
2026-03-28T00:33:48+00:00,95.0,767.945,31.10164276789874,121.02544129360467,1077.8000000000002,3.7889999999999997,142.5,138,139,0.5
2026-03-28T00:33:49+00:00,96.0,779.69,31.101634092628956,121.02531745098531,1099.2,3.7889999999999997,144.0,140,141,0.0
2026-03-28T00:33:50+00:00,97.0,791.7349999999999,31.101626297459006,121.02519050706178,1086.2,3.7889999999999997,145.5,141,142,0.49999999999999317
2026-03-28T00:33:51+00:00,98.0,804.07,31.10162009485066,121.02506289258599,1054.4,3.7889999999999997,147.0,143,144,0.0
2026-03-28T00:33:52+00:00,99.0,815.675,31.101605133153498,121.02494257036597,1009.7000000000004,3.7889999999999997,148.5,144,145,0.4999999999999925
2026-03-28T00:33:53+00:00,100.0,826.93,31.101593440398574,121.02482526563108,950.0,3.7889999999999997,150.0,146,147,0.0
2026-03-28T00:33:54+00:00,101.0,837.8399999999999,31.10158547759056,121.02471143938601,909.9,3.7889999999999997,151.5,147,148,0.49999999999999195
2026-03-28T00:33:55+00:00,102.0,848.57,31.101588075980544,121.02460021153092,875.4000000000001,3.7889999999999997,153.0,149,150,0.0
2026-03-28T00:33:56+00:00,103.0,858.685,31.101575419306755,121.02449552156031,913.5999999999997,3.7889999999999997,154.5,150,151,0.4999999999999913
2026-03-28T00:33:57+00:00,104.0,868.98,31.10156879760325,121.02438622154295,944.4000000000001,3.7889999999999997,156.0,152,153,0.0
2026-03-28T00:33:58+00:00,105.0,880.245,31.10155949369073,121.02426807861775,1000.4,3.7889999999999997,157.5,153,154,0.5
2026-03-28T00:33:59+00:00,106.0,891.8,31.101550105959177,121.0241471696645,1041.4,3.7889999999999997,159.0,155,156,0.0
2026-03-28T00:34:00+00:00,107.0,903.605,31.10155027359724,121.02402345277369,1046.1,3.7897499999999997,160.5,156,157,0.5
2026-03-28T00:34:01+00:00,108.0,915.51,31.10155656002462,121.02389864623547,1063.8,3.7905,162.0,158,159,0.0
2026-03-28T00:34:02+00:00,109.0,927.5450000000001,31.101565067656338,121.02377220522612,1087.1,3.7897499999999997,163.5,159,160,0.5000000000000069
2026-03-28T00:34:03+00:00,110.0,939.72,31.101554883643985,121.02364702150226,1078.8,3.7889999999999997,165.0,161,162,0.0
2026-03-28T00:34:04+00:00,111.0,951.55,31.10153610818088,121.02352343033999,1102.9999999999998,3.7889999999999997,166.5,162,163,0.49999999999999295
2026-03-28T00:34:05+00:00,112.0,964.07,31.101524205878377,121.02339413948357,1101.2,3.7889999999999997,168.0,164,165,0.0
2026-03-28T00:34:06+00:00,113.0,976.08,31.101509244181216,121.02326878812164,1097.4,3.7889999999999997,169.5,165,166,0.5
2026-03-28T00:34:07+00:00,114.0,988.26,31.101492857560515,121.02314343675971,1093.6,3.7889999999999997,171.0,167,168,0.0
2026-03-28T00:34:08+00:00,115.0,1000.005,31.101477602496743,121.02302122861147,1097.4,3.7889999999999997,172.5,168,169,0.5
2026-03-28T00:34:09+00:00,116.0,1012.18,31.101467041298747,121.02289424277842,1090.0,3.7889999999999997,174.0,170,171,0.0
2026-03-28T00:34:10+00:00,117.0,1024.645,31.1014616349712,121.02276428136975,1119.8,3.7897499999999997,175.5,171,172,0.5
2026-03-28T00:34:11+00:00,118.0,1036.7,31.101460168138146,121.02263725362718,1119.8,3.7905,177.0,173,174,0.0
2026-03-28T00:34:12+00:00,119.0,1049.11,31.10145417507738,121.0225085914135,1131.0,3.7905,178.5,174,175,0.5
2026-03-28T00:34:13+00:00,120.0,1060.96,31.10144575126469,121.0223827790469,1110.4,3.7905,180.0,176,177,0.0
2026-03-28T00:34:14+00:00,121.0,1073.545,31.101437746547163,121.02225214708596,1115.1999999999998,3.792,181.5,177,178,0.5
2026-03-28T00:34:15+00:00,122.0,1085.72,31.101431334391236,121.02212377823889,1116.0,3.792,183.0,179,180,0.0
2026-03-28T00:34:16+00:00,123.0,1098.24,31.10141976736486,121.02199448738247,1103.0,3.7927500000000003,184.5,180,181,0.5
2026-03-28T00:34:17+00:00,124.0,1110.09,31.10141004435718,121.02186963893473,1101.2,3.7935,186.0,182,183,0.0
2026-03-28T00:34:18+00:00,125.0,1122.32,31.101404847577214,121.02174277883023,1070.3000000000002,3.7942499999999995,187.5,183,184,0.5
2026-03-28T00:34:19+00:00,126.0,1134.22,31.101399902254343,121.02161885239184,1060.0,3.795,189.0,185,186,0.0
2026-03-28T00:34:20+00:00,127.0,1145.8449999999998,31.10139214899391,121.02149702142924,1037.7000000000003,3.795,190.5,186,187,0.4999999999999857
2026-03-28T00:34:21+00:00,128.0,1157.17,31.1013865750283,121.021378794685,994.8,3.7965,192.0,188,189,0.0
